,index,fname,fname_pkl,label,length,max_f,max_t,min_f,min_t,shp_001,shp_002,shp_003,shp_004,shp_005,shp_006,shp_007,shp_008,shp_009,shp_010,shp_011,shp_012,shp_013,shp_014,shp_015,shp_016,shp_017,shp_018,shp_019,shp_020,shp_021,shp_022,shp_023,shp_024,shp_025,shp_026,shp_027,shp_028,shp_029,shp_030,shp_031,shp_032,shp_033,shp_034,shp_035,shp_036,shp_037,shp_038,shp_039,shp_040,shp_041,shp_042,shp_043,shp_044,shp_045,shp_046,shp_047,shp_048,shp_049,shp_050,shp_051,shp_052,shp_053,shp_054,shp_055,shp_056,shp_057,shp_058,shp_059,shp_060,shp_061,shp_062,shp_063,shp_064,shp_065,shp_066,shp_067,shp_068,shp_069,shp_070,shp_071,shp_072,shp_073,shp_074,shp_075,shp_076,shp_077,shp_078,shp_079,shp_080,shp_081,shp_082,shp_083,shp_084,shp_085,shp_086,shp_087,shp_088,shp_089,shp_090,shp_091,shp_092,shp_093,shp_094,shp_095,shp_096,y_prob
0,0,G001_20211112_030000.WAV,G001_21-11-12.wav,SENSAT,5.0,47297.562,5.0,47297.562,0.0,0.1130300159083182,0.11108068732534565,0.046696881308834884,0.05143720435773232,0.02604435438052354,0.027827788942434067,0.02851119316131672,0.03276348426722086,0.03625910439563385,0.0362099128621815,0.028998186706870377,0.03292651929706371,0.0264121219924774,0.028235898393983893,0.04733216271794746,0.05178719920524939,0.049962438682504766,0.05701216987327713,0.02043511931691895,0.02419565577164041,0.014926804390780526,0.01460471877304299,0.019922219485762026,0.01931075941001034,0.02861861700074037,0.02363579025712896,0.02004842559981268,0.019321757252915746,0.014868313142503937,0.014583608070363309,0.02123894308661888,0.02475207406217531,0.03058400624425476,0.02658761927235989,0.014155141821205945,0.015108788881512849,0.014715335240879252,0.012075392421414435,0.022821350791380143,0.017885311940308568,0.033175775948318366,0.023501524219358874,0.022900994062447323,0.017969135264055906,0.014638953357454288,0.012020624898721731,0.013693201274262387,0.014867445260978695,0.010518690086041501,0.010623119228901457,0.010426838664901841,0.010963727166967889,0.020462659127862146,0.016527621699957713,0.03852656934119113,0.027178908479625875,0.052396253494693734,0.029314336704919893,0.038338697084535314,0.02707916288917227,0.020254573921826294,0.016363694875701582,0.010039562153479514,0.010754071156705885,0.003974176964759454,0.004008880466113169,0.013252150306589609,0.012399625333090764,0.028250572516520668,0.022199184763220612,0.05858424015237585,0.04435395740883835,0.09453377077559075,0.061844243320173534,0.05800822189184065,0.04404040066656161,0.028158636095083067,0.022101600663199165,0.013153432546814803,0.012358160313410246,0.003410482324278565,0.0029574429241135385,0.020562123512655024,0.019570271731381404,0.048123422059243845,0.036799882088684704,0.08973676256924361,0.06526022392917838,0.1414450565680598,0.10501212419014289,0.08931591453601304,0.06501138600077219,0.04770066526310249,0.03658018952942291,0.019935131939245683,0.019275137195353998,0.011365303366317825
1,1,G001_20211112_180000.WAV,G001_21-11-12.wav,MURCIE,5.0,44956.098,5.0,24819.512,0.0,0.08548717383258835,0.07977585000703062,0.053013642854150285,0.05357848696454401,0.03946240974595914,0.039292626078358796,0.03942181793993682,0.044211211149717974,0.04515686727158836,0.04431318527469624,0.039404878366616436,0.044084812683642324,0.038369939584880025,0.038533545965341004,0.05115719476303237,0.05311653253322333,0.06642628220978548,0.05960935772485031,0.04465974049282237,0.04019065617148004,0.02837838419926802,0.02597928349297215,0.030110384079096348,0.028250325380697824,0.03770668671486089,0.03051255668807755,0.029980273109007995,0.02814821144621482,0.027330299846750956,0.025251132160164936,0.040879481333256175,0.03804483252814624,0.05603942755813803,0.05380571428375713,0.03391456072192375,0.033748434888968955,0.023665619780955535,0.021651979891136017,0.037014370035201125,0.0297037073105322,0.055274020172264564,0.03744785858907637,0.036889947084616306,0.02976325946295461,0.02240578580168383,0.020799406035267233,0.03397018694753894,0.03356212241572603,0.026358583536850097,0.02775291425080539,0.020517096457156065,0.02172646528681718,0.023504268800590387,0.01990393100365165,0.043458948135619194,0.03635361767105637,0.07991268040062105,0.06094272647393556,0.04237385217607807,0.03595188106163322,0.021251914706621914,0.018605559924785874,0.020962579609096543,0.022287528944232124,0.021322519174253582,0.018144104810095575,0.021090318173230316,0.018625612526092242,0.030450235809663138,0.02416077166877834,0.050084477814683726,0.039927205893151185,0.08479666276648284,0.06465407320511647,0.04787512318495293,0.03874596224036319,0.029038588874597978,0.02248144129921162,0.020694711314397717,0.0189875573381059,0.023269360674926163,0.020095785909719645,0.022713930858593544,0.022171043174532612,0.0434585407996463,0.03272786834052411,0.0753474690021064,0.05441907398171337,0.11574059562066599,0.08376681118838977,0.08276788619925869,0.056639373318100004,0.05028855568271113,0.036498563094965894,0.027394102834539264,0.02467578158324911,0.9422925424706159
2,2,G001_20211112_183000.WAV,G001_21-11-12.wav,INSECT,5.0,51980.49,5.0,3721.417,0.0,0.06388697269555275,0.06267453862607365,0.031247556298865175,0.03438150378033683,0.02284668962938372,0.02388121053959042,0.026373926590417162,0.029739389396769168,0.03553354440327164,0.03505327662647095,0.026643668985302817,0.029871138529996073,0.023200838895520888,0.024093025512112412,0.031646910852210594,0.03465191991069642,0.03080936782783772,0.03563442257803292,0.015090647828294931,0.017810783719370085,0.013349495111847638,0.012672116582877643,0.017333884692657658,0.016940141725199743,0.02468757887688966,0.02083979799908526,0.01746273244934497,0.01696144994739341,0.013896344514468794,0.013026201722128292,0.01553429203817915,0.018001826063144,0.01716866621676039,0.014373953214233048,0.0106862216618869,0.010535666633395963,0.012269926389439405,0.010412715261381562,0.019657067621424783,0.015428763627831653,0.02745371002030013,0.017521334213887935,0.020033722507146235,0.015694675154783767,0.013159348483288893,0.01096155212507958,0.011250418718633207,0.010808116180475943,0.01205329383159756,0.00957036239054695,0.009951565496370263,0.009447267753722887,0.014843218696703487,0.012374192072449207,0.029235554331662392,0.02165819969181541,0.04455209461600969,0.02873285305220109,0.030635580018936973,0.0227904416087234,0.018266953770789338,0.014408111950313386,0.012862164142341048,0.011076748549370274,0.014043293911681461,0.0077111726590285415,0.014336664952927475,0.011345427177676302,0.023420184626106465,0.017073076836853614,0.041355475881885644,0.03013868605998771,0.063367892528364,0.03967811286399784,0.04547284055909013,0.03299923127095727,0.03238955683964828,0.023327277990400814,0.02252309940407801,0.01706089839761322,0.03057469730144133,0.01584418889484685,0.02540983340463804,0.020114456508535824,0.040761603806106425,0.03069889034614327,0.07908817997426801,0.053075642940197953,0.10732708212800551,0.06447233207937934,0.08558547545862086,0.06009769077004461,0.05578114084346997,0.04305490371008433,0.03994233685218285,0.03195608513443597,0.0236144607757311
3,3,G001_20211112_203000.WAV,G001_21-11-12.wav,MURCIE,5.0,33482.926,5.0,16776.25,0.0,0.049684913961932094,0.046443442140792705,0.041440351289882424,0.04237101072693745,0.03624939370153546,0.03621808684660808,0.037545693476623614,0.04270909845719493,0.0398385486730701,0.04144101319964082,0.03749627426598159,0.04266804703459653,0.03592865181371028,0.03610269910226122,0.039720231291401925,0.041501666677009934,0.04591351722425282,0.039427005087438856,0.034131528275251635,0.03059291963144293,0.02540123617940702,0.022783582004323896,0.025291161501250468,0.024551328344394954,0.027461049517316934,0.023868358110048758,0.024277859358956516,0.023958337228245287,0.023466350815027424,0.021472053648028615,0.031405722700335224,0.029377955024934236,0.04965778746257112,0.04190261496913168,0.03610282487688957,0.029545270465052613,0.027278712575324097,0.02130454794688568,0.027875660226521624,0.022792922721608794,0.03220189795301606,0.023265544858040263,0.025875177705840482,0.021973408490687664,0.025074487667763143,0.01942099926986811,0.03208335502982123,0.027111690518497048,0.05541565335139513,0.046693227601071946,0.037147434382730646,0.031337086691754105,0.028315387948629898,0.02348378939163383,0.030202547919753825,0.025941539796072256,0.04510980072750736,0.03289205129694825,0.028855433409701956,0.025466125121749544,0.027219570810842978,0.022603314981503825,0.03662179382746225,0.031016668377059298,0.028034051570385358,0.027089968476119514,0.018554358855598446,0.019789877061789977,0.027651413852928526,0.02129018741608966,0.039778639436108404,0.030051742914854747,0.05894883916903413,0.03955772909700893,0.04072474445182249,0.030932660172067035,0.02868485271229434,0.02180176210455097,0.018481146639458282,0.019863584910661525,0.014746968456729986,0.013297892193747692,0.019036763180853553,0.018297490856678686,0.04704255019145003,0.035025196770960915,0.08153452409442148,0.05459662600520639,0.10065430044016312,0.04416913346596684,0.08172164918663777,0.055406748437305725,0.04931231785331266,0.036985769655632376,0.023412457457602075,0.021428636062841806,0.9763345717148759
4,4,G001_20211112_220000.WAV,G001_21-11-12.wav,SENSAT,5.0,24585.365,5.0,24585.365,0.0,0.07961427870937936,0.08081071251061894,0.03655615049613347,0.03993644620287037,0.02449980970396503,0.025775823540214845,0.028290347298732234,0.03149961433090841,0.03640877338777483,0.035462174974929955,0.028057417658077483,0.03137654091141307,0.024519799310810716,0.02570429796036604,0.037372904708532516,0.04037394662629398,0.03656684999215076,0.04698393130759105,0.014547588805239728,0.019728746733772055,0.013671195375514691,0.013207526005992787,0.01976817254824225,0.018790427516113328,0.029671056409345947,0.024436366502456425,0.019720470452720802,0.01874572535555437,0.013881832389878456,0.01329621800051018,0.014539485827020344,0.019848937981574506,0.013609482487105347,0.011347695770415599,0.010999448191339144,0.010253589436742329,0.013655037775310203,0.011322746785908337,0.022322327554793266,0.01757146788738885,0.03312534838565191,0.023654360178322707,0.02220266200068216,0.017482257722907357,0.013417303607407156,0.011334349259844305,0.011122349232381892,0.010371519060041003,0.017189106837170353,0.01364797257869206,0.011639101448562157,0.011011349661628644,0.01685501773916274,0.013948113584763734,0.03232753270602601,0.024645710724890052,0.05135863325017084,0.03346911174439209,0.03227816961573597,0.024678797742587764,0.016797199086866457,0.013856269963355183,0.011540299569205145,0.011101465390169917,0.010788646140380146,0.013345612090957913,0.013492901662491924,0.012298851926101065,0.02706045036032471,0.01948103524656227,0.0457801011809873,0.03492726408299125,0.07323661660384236,0.05238485521938982,0.04599261507084306,0.035019559729726035,0.026648731488494875,0.01930583514419099,0.012985625301783372,0.01204461046467805,0.0037853811873281118,0.0036113058305963295,0.02082797432496919,0.019330739083598246,0.04826437985254651,0.03630579039265638,0.08515970407388418,0.059076715950222486,0.11862279958476465,0.0808407044921683,0.08482444973898494,0.05895285375487721,0.0473703826467859,0.03560320713156269,0.019548653059805743,0.018442136168118777,0.045363954961854414
5,5,G001_20211113_000000.WAV,G001_21-11-13.wav,MURCIE,5.0,43023.41,5.0,26648.83,0.0,0.03835542571978873,0.0350130502455686,0.031237109969142866,0.03141308262062134,0.02685492458768214,0.026472918340105504,0.02720199103818681,0.030576153217307372,0.028422126011875208,0.028839425666383586,0.02690362987992356,0.03036872127315481,0.026411150249970608,0.02631837340333864,0.03063447883839862,0.031124933844913924,0.03341405578791735,0.03003618764961407,0.025128829709295974,0.02283909599126404,0.01991890587075705,0.017294278558792713,0.019745074182395173,0.018503646368976712,0.021928569355721076,0.017337521992950113,0.01979022729957006,0.01852239779376198,0.018895123944960627,0.016647315638283845,0.023682237148911486,0.02206921985518813,0.030011695410380044,0.026120102525010937,0.02168787471007932,0.019820505869886765,0.019240827206487166,0.01609787424074163,0.023010097283604043,0.01865131037430976,0.030966321435661245,0.0213542500854879,0.02320678865052721,0.018791508792069932,0.018738166588314897,0.01562451877000344,0.022375893732925957,0.020078301884801458,0.022108423411596648,0.024587904304069694,0.01355888225073309,0.016295350466066696,0.017480609762177742,0.015470696279316638,0.034329050374645606,0.025537033455537785,0.05194971431612248,0.03283522240379854,0.03494963783305716,0.02604800560002586,0.019392161465203325,0.01643261140466964,0.014974698815376958,0.016957531465881363,0.011366809363067486,0.010033898151214039,0.012861109630408275,0.012104582877814374,0.026388045603427255,0.020095413592928005,0.04866833320868357,0.03650236456867801,0.07932641202364382,0.06067208734480667,0.05068817017400921,0.03791271589649217,0.03124141018931355,0.02347553134653432,0.01748290827268075,0.015122469687354614,0.013018397151665872,0.008134831000961651,0.01877161690530786,0.01688084981250045,0.043160918449428896,0.0331534611192573,0.08400792985584536,0.060070341718775504,0.12172338052169096,0.08854076302432361,0.08875389489868032,0.06365717840656228,0.05121250168733751,0.03999705749538095,0.027428505581390945,0.0248300547559443,0.8411292814495277
6,6,G001_20211113_053000.WAV,G001_21-11-13.wav,MURCIE,5.0,45320.39,5.0,23646.717,0.0,0.058550594648939844,0.047962125215299925,0.03871076871548327,0.036691114177542124,0.02776626274276799,0.027773284174800475,0.027648188459010112,0.031567690511691254,0.031528333313906434,0.03170602642518004,0.027506155803476737,0.03145022583778713,0.0275159204258354,0.027600757194211723,0.038057024564179774,0.0364007064604761,0.05241583840796795,0.04745833684626716,0.030197048241601628,0.028456543772320493,0.018841812071215838,0.017460193282343845,0.01919671226654664,0.018551798812856735,0.023521119660660943,0.019309811259343383,0.01904201674441718,0.018643039841282308,0.019097639401447136,0.01745604448084846,0.02911143271300183,0.027724264102116244,0.03995273265837128,0.03692514363192384,0.024989062882240124,0.022870678027441572,0.018403827110507292,0.015657221150860212,0.023553678071568114,0.018463015930350782,0.028936871308280723,0.016713926009542676,0.02336899258668363,0.018434570011581667,0.01881870955757122,0.016003013424230828,0.02712604499281367,0.023847130307749594,0.021734439934366294,0.023604759745924374,0.01666369365590132,0.018999278531241958,0.021909917683410145,0.0185048949435656,0.04195447465905177,0.029307836792649398,0.05680926935571161,0.03130872603417205,0.041567907015913404,0.02917756243865771,0.02213043226221979,0.018831915882336597,0.017820847723835728,0.01925671657686163,0.02343914339681326,0.017388356738952542,0.017074455867991008,0.01576268668856513,0.023924226085925867,0.020053063799019194,0.05101618027174982,0.04499931428795471,0.10345420676090834,0.07797064624572624,0.050086937460725324,0.044610225960196224,0.025967242509039,0.020623346548779366,0.020416874326260968,0.0178507420562879,0.031844602367759635,0.025724124160310002,0.02288633569930006,0.020286173440174585,0.042870168087771,0.030843791198305735,0.0704447766411917,0.04821935290293602,0.09412526170177064,0.07886883344187304,0.07512758680728482,0.05083634302906152,0.04985646031055907,0.03550278629894727,0.02880071089199557,0.024748442830257737,0.6566757317264157
7,7,G001_20211113_193000.WAV,G001_21-11-13.wav,SENSAT,5.0,45320.39,5.0,23646.717,0.0,0.11969585274270472,0.12002188436289812,0.048380508717875206,0.05404396797847944,0.02667181751230148,0.02860486230015517,0.029237633611183134,0.03314805869665232,0.036151072547190514,0.03549686449705157,0.029105801175553732,0.03316035022503934,0.027076978683272215,0.028833716764535763,0.04887833609941492,0.05433163268314288,0.05688558072775291,0.06124079868147336,0.023198708045143488,0.026924317322754594,0.015049912560371088,0.014781958161983645,0.019513129975999424,0.018919081859083257,0.026382955598100617,0.02234238624676604,0.019516298806944592,0.018919452977008824,0.015212013734493289,0.015014970165647018,0.024055149686898855,0.027464531438510263,0.029488059075489383,0.029714496971106952,0.012500287692938374,0.014951314434236687,0.014150417740945914,0.012020562672840044,0.02486772285970585,0.01926993008097328,0.036599529679384166,0.02420382550567337,0.02491030264493378,0.019260145454664274,0.014118553112778865,0.012008188107932031,0.012536556390372437,0.015031803388290913,0.008609853841310881,0.0079633115007204,0.00992755380682064,0.009923605824667251,0.018276847885732313,0.014916765377543405,0.03486343522833443,0.025491923355856407,0.051135937722399695,0.034258531969923955,0.03505878183175614,0.02561254765638632,0.01862852662774943,0.015122865378894162,0.01016661047314429,0.010146543898853704,0.007207787211641404,0.0052969441628177225,0.013737237054995202,0.01201282407350117,0.02738173561427091,0.0207174833243067,0.05150069738278195,0.037978510260976345,0.08025521477932163,0.04922274115603629,0.05170125811336536,0.03816121709489974,0.028473805981441856,0.021120409677345096,0.01482493629410328,0.012568604826641608,0.01117461620129218,0.007181773195052298,0.01972914304871438,0.01919727138622518,0.047392011660723904,0.03603677321283252,0.08590396648139584,0.05988070912420621,0.12427981701136764,0.08638349787848348,0.08642675380713742,0.060329059355225284,0.049067934299409206,0.037467426568997673,0.0225427633081978,0.02119840626273262,0.010289975738562959
8,8,G001_20211113_200000.WAV,G001_21-11-13.wav,INSECT,5.0,30501.672,5.0,3531.7727,0.0,0.028488483841721764,0.028566933716236538,0.024434129304233988,0.026906794668730222,0.023560958150652213,0.02395690323771522,0.02584066540028731,0.029105870780985494,0.029159893334839697,0.029479996940107396,0.02579491813076291,0.02919279196446189,0.023464881338869103,0.023847513057292637,0.024251729941287607,0.026867094904584703,0.016013062605173364,0.016349018911790057,0.013442342778403935,0.014566839121628063,0.013712080507856156,0.013000974138744173,0.01730173376222334,0.016562516546011357,0.02263755769135723,0.018570696743022835,0.01762274006114993,0.016652125989951846,0.013833075156979464,0.013054232618232265,0.01335281139117201,0.014594775185317587,0.009853776744914972,0.009051390906815962,0.009151880203207802,0.009071027491042275,0.011827599718789493,0.010065187677579105,0.018894028448092487,0.015027415217589898,0.027890950055581714,0.02063084326213446,0.01963953731060119,0.015503407385100795,0.012219289299581404,0.010332940885296394,0.009068624838823324,0.009101433942592387,0.009038860059885623,0.007017845980949847,0.009611055095707893,0.008369480770110209,0.015675537233323475,0.0118613696959961,0.026649888519662913,0.020569926760772624,0.04301917244123777,0.03189000584167308,0.027366366117647423,0.02101981025979292,0.016454947869464977,0.012404340874652715,0.010302048364821789,0.008770135451730438,0.012719082343005741,0.008982828816905297,0.014677043121646562,0.012559390477276037,0.027874593351014894,0.020652903498171386,0.04550113543715946,0.031238129724101348,0.05854294397757887,0.03458733998522373,0.04712876466163699,0.032224959215991805,0.03015992139980672,0.02209916410400313,0.016105832429842905,0.013539042324407734,0.023066679163528746,0.01648457964479345,0.0198650612137685,0.01975316757921104,0.045736260652107744,0.03538353036793409,0.08589742914655499,0.060239609608901575,0.11894082204185102,0.07542930499511502,0.08924987897243168,0.062408711778369895,0.049291962137041796,0.038574701274085056,0.025400727827022237,0.023166205817193617,0.26351124157851574
9,9,G001_20211113_230000.WAV,G001_21-11-13.wav,MURCIE,5.0,68709.03,5.0,51371.234,0.0,0.06190704390274761,0.056427125296795395,0.04172097973063509,0.042763204500337014,0.03257666628362266,0.032860539160227575,0.03329943783145089,0.03804565429306669,0.0370793299168055,0.03853884415309157,0.03346728656196866,0.038167460022136016,0.031761823116050955,0.03216245753022943,0.03992952039854476,0.04191244086129442,0.03906810981154814,0.03765099021771553,0.025997962856337705,0.026271816471527588,0.02155402788257214,0.019617110670771418,0.023236257654562106,0.02233517886791119,0.0269728254203525,0.022194198558024344,0.02297954736954652,0.02212676417273423,0.019957238836400524,0.018652575073975785,0.024527398295055885,0.025798091972602338,0.02719334038626823,0.025216408230321005,0.02051900458780999,0.018990355113966254,0.01925792860245678,0.016172768064508167,0.027311614037150354,0.02114344858064275,0.035828970289007125,0.023134260240562768,0.0264336569832402,0.020836681841324894,0.018407676473636305,0.015532105786324524,0.0196411899419552,0.018382188801604714,0.028096778799918884,0.021649985149818796,0.02114682443865972,0.01790867978997474,0.023783872259167494,0.019340115951455086,0.04294621100503396,0.03103666331036302,0.06163442957335166,0.03662847688808745,0.0417333572606441,0.030557614247762828,0.022985317111347926,0.01868984774860884,0.02331344016466884,0.018897322835079288,0.04088969009831103,0.03097682935273574,0.02749249610494899,0.02271747890147439,0.031236272284835078,0.024639150467642694,0.05551054225943311,0.04553881006408466,0.09770616010820643,0.07600239982161115,0.05048310867723413,0.043298296588835716,0.03166332626833422,0.024589642929308188,0.030513478504310486,0.023899785584159942,0.05632236422190683,0.044835787344677545,0.03613951920812317,0.03298526781493907,0.05108068654263524,0.03906002321582106,0.08710682777008352,0.06188267924452261,0.11311601822623187,0.08881131596367717,0.08036578166668305,0.05900197993217744,0.049273073824062784,0.03789184601166696,0.03710448797594578,0.03255007618428897,0.7425782940015485
