5.000000	10.000000	INSECT
\	1470.223426	53661.539062
10.000000	15.000000	INSECT
\	1621.651245	25600.001953
11.976014	15.000000	MURCIE
\	31507.693359	53253.844024
15.000000	20.000000	INSECT
\	3048.520721	25600.001953
15.000000	20.000000	MURCIE
\	45325.464387	60307.691406
55.000000	60.000000	INSECT
\	4676.923340	9107.692383
55.000000	60.000000	AVEVOC
\	2020.115960	24369.232422
90.000000	95.000000	INSECT
\	5411.133745	32255.729826
90.000000	95.000000	AVEVOC
\	687.283131	5169.230957
205.000000	209.000000	INSECT
\	2707.692383	30523.078125
205.000000	209.000000	NYCALB
\	447.617123	4923.077148
