10.000000	15.000000	SENSAT
50.000000	55.000000	LLUVIA
55.000000	60.000000	LLUVIA
60.000000	65.000000	LLUVIA
65.000000	70.000000	LLUVIA
70.000000	75.000000	LLUVIA
75.000000	80.000000	LLUVIA
135.000000	140.000000	TRAMOT
\	-1.000000	3333.333496
180.000000	185.000000	MURCIE
\	31777.777344	47555.554688
195.000000	200.000000	MURCIE
\	34000.000000	57333.332031
200.000000	205.000000	MURCIE
\	34888.890625	54666.664062
205.000000	210.000000	INSECT
\	3555.555664	52000.000000
210.000000	215.000000	INSECT
\	3555.555664	52000.000000
220.000000	225.000000	SENSAT
\	3555.555664	52000.000000
