0.000000	5.000000	LLUVIA
\	-1.000000	49371.429688
5.000000	10.000000	LLUVIA
\	-1.000000	49371.429688
10.000000	15.000000	LLUVIA
\	-1.000000	49371.429688
15.000000	20.000000	LLUVIA
\	-1.000000	49371.429688
55.000000	60.000000	MURCIE
\	25508.572266	63360.003906
90.000000	95.000000	PULSOS
\	25508.572266	63360.003906
95.000000	100.000000	PULSOS
\	25508.572266	63360.003906
180.000000	185.000000	MURCIE
\	27380.289381	50194.285156
185.000000	190.000000	MURCIE
\	47451.425781	60891.425781
195.000000	200.000000	ENGPOS
\	-1.000000	4937.143066
200.000000	205.000000	INSECT
\	3914.107017	50194.285156
220.000000	225.000000	ENGPOS
\	-1.000000	6034.285645
230.000000	235.000000	INSECT
\	4114.285645	46080.000000
