5.000000	10.000000	LLUVIA
\	-1.000000	55194.105469
10.000000	15.000000	LLUVIA
\	-1.000000	55194.105469
30.000000	35.000000	INSECT
\	2830.466797	51891.890625
50.000000	55.000000	LLUVIA
\	-1.000000	55194.105469
55.000000	60.000000	LLUVIA
\	-1.000000	55194.105469
60.000000	65.000000	LLUVIA
\	-1.000000	55194.105469
65.000000	70.000000	LLUVIA
\	-1.000000	55194.105469
70.000000	75.000000	LLUVIA
\	-1.000000	55194.105469
75.000000	80.000000	LLUVIA
\	-1.000000	55194.105469
220.000000	225.000000	INSECT
\	3302.211182	41985.257812
220.000000	225.000000	TRAMOT
\	-1.000000	2830.466797
225.000000	230.000000	INSECT
\	2830.466797	42692.875000
