25.000000	30.000000	LLUVIA
\	36742.964844	36742.964844
30.000000	35.000000	LLUVIA
\	36742.964844	36742.964844
35.000000	40.000000	LLUVIA
\	36742.964844	36742.964844
40.000000	45.000000	LLUVIA
\	36742.964844	36742.964844
45.000000	50.000000	LLUVIA
\	36742.964844	36742.964844
50.000000	55.000000	LLUVIA
\	36742.964844	36742.964844
55.000000	60.000000	LLUVIA
\	36742.964844	36742.964844
60.000000	65.000000	LLUVIA
\	36742.964844	36742.964844
180.000000	185.000000	INSECT
\	3061.913574	33681.050781
185.000000	190.000000	INSECT
\	3061.913574	33681.050781
190.000000	195.000000	INSECT
\	3061.913574	33681.050781
